Release,Track #,Artist,Title,ISRC,DB Status,Match Method,DB Matches,DB File Exists,USB Filename,DB Path(s)
(2025) Classic Classic,01/40,Blaze,Lovelee Dae (Beloved Vocal Rmx),GBCPZ1104909,Missing from DB,,0,No,Blaze – (2025) Classic Classic – 01 Lovelee Dae (Beloved Vocal Rmx).flac,
(2025) Classic Classic,02/40,Honey Dijon & Hadiya George,Not About You feat. Hadiya George (Extended Mix),GBCPZ2017929,Missing from DB,,0,No,Honey Dijon – (2025) Classic Classic – 02 Not About You (Extended Mix).flac,
(2025) Classic Classic,03/40,"Luke Solomon, Amy Douglas & Queen Rose",Light You Up feat. Queen Rose feat. Amy Douglas (Louie Vega Roots Mix),GBCPZ1813628,Missing from DB,,0,No,Luke Solomon – (2025) Classic Classic – 03 Light You Up (Louie Vega Roots Mix).flac,
(2025) Classic Classic,04/40,Isolee,Beau Mot Plage (Freeform Reform Pts. 1 & 2),GBCPZ1004570,Missing from DB,,0,No,Isolée – (2025) Classic Classic – 04 Beau Mot Plage (Freeform Reform Pts. 1 & 2).flac,
(2025) Classic Classic,05/40,Iz & Diz & Diz,Mouth (Brad Peep's Remix For Friends),GBCPZ1004517,Missing from DB,,0,No,Iz & Diz – (2025) Classic Classic – 05 Mouth (Brad Peep's Remix For Friends).flac,
(2025) Classic Classic,07/40,Red Rack'em,Wonky Bassline Disco Banger (Original Mix),GBCPZ1609658,Missing from DB,,0,No,Red Rack'em – (2025) Classic Classic – 07 Wonky Bassline Disco Banger.flac,
(2025) Classic Classic,09/40,Seven Davis Jr.,One (Live Edit),GBCPZ1407830,Missing from DB,,0,No,Seven Davis Jr – (2025) Classic Classic – 09 One (Live Edit).flac,
(2025) Classic Classic,10/40,Eli Escobar,"Happiness, Pt. 2 (Original Mix)",GBCPZ1609560,Missing from DB,,0,No,"Eli Escobar – (2025) Classic Classic – 10 Happiness, Pt. 2.flac",
(2025) Classic Classic,11/40,Roy Davis Jr.,About Love (Solid Groove Remix),GBCPZ1004696,Missing from DB,,0,No,Roy Davis Jr – (2025) Classic Classic – 11 About Love (Solid Groove Remix).flac,
(2025) Classic Classic,12/40,Dam Swindle,Hey Mister (Extended Mix),GBCPZ1916361,Missing from DB,,0,No,Dam Swindle – (2025) Classic Classic – 12 Hey Mister (Extended Mix).flac,
(2025) Classic Classic,13/40,Floorplan,We Give Thee Honor (Extended Mix),GBCPZ2221514,Missing from DB,,0,No,Floorplan – (2025) Classic Classic – 13 We Give Thee Honor (Extended Mix).flac,
(2025) Classic Classic,14/40,Girls of the Internet,When U Go (Original Mix),GBCPZ1711211,Missing from DB,,0,No,Girls Of The Internet – (2025) Classic Classic – 14 When U Go.flac,
(2025) Classic Classic,15/40,Folamour,Devoted To U (Extended Mix),GBCPZ1712471,Missing from DB,,0,No,Folamour – (2025) Classic Classic – 15 Devoted To U (Extended Mix).flac,
(2025) Classic Classic,16/40,Kenny Hawkes & Louise Carver,Play The Game (Space Children Extended Love Mix),GBCPZ1815025,Missing from DB,,0,No,Kenny Hawkes – (2025) Classic Classic – 16 Play The Game (Space Children Extended Love Mix).flac,
(2025) Classic Classic,17/40,Herbert,Got To Be Movin' (On The Dancefloor) (Original Mix),GBDJX1200044,Missing from DB,,0,No,Herbert – (2025) Classic Classic – 17 Got To Be Movin' (On The Dancefloor).flac,
(2025) Classic Classic,18/40,Sophie Lloyd & Dames Brown,"Calling Out feat. Dames Brown (12"" Mix)",GBCPZ1712540,Missing from DB,,0,No,Sophie Lloyd – (2025) Classic Classic – 18 Calling Out (12 Mix).flac,
(2025) Classic Classic,19/40,Freeform Five,Perspex Sex (Ewan's Hi-NRG Remix),GBCPZ1004650,Missing from DB,,0,No,Freeform Five – (2025) Classic Classic – 19 Perspex Sex (Ewan's Hi-NRG Remix).flac,
(2025) Classic Classic,20/40,Greenskeepers,Bang In Your Face? (Original Mix),DEY470936867,Missing from DB,,0,No,Greenskeepers – (2025) Classic Classic – 20 Bang In Your Face.flac,
(2025) Classic Classic,22/40,JT Donaldson & Liv.e,Stay Inside feat. Liv.e (Extended Mix),GBCPZ1915168,Missing from DB,,0,No,JT Donaldson – (2025) Classic Classic – 22 Stay Inside (Extended Mix).flac,
(2025) Classic Classic,23/40,DJ Ali & Tim Fuller,You Don't Know feat. Tim Fuller (Honey Dijon's Get To Know Me Mix),GBCPZ1206407,Missing from DB,,0,No,DJ Ali – (2025) Classic Classic – 23 You Don't Know (Honey Dijon's Get To Know Me Mix).flac,
(2025) Classic Classic,24/40,Chris Nazuka,Somewhere Between Distance And The Impossible (Original Mix),GBCPZ1004670,Missing from DB,,0,No,Chris Nazuka – (2025) Classic Classic – 24 Somewhere Between Distance And The Impossible.flac,
(2025) Classic Classic,25/40,Soul Reductions,Got 2 Be Loved (Extended Mix),GBCPZ1915190,Missing from DB,,0,No,Soul Reductions – (2025) Classic Classic – 25 Got 2 Be Loved (Extended Mix).flac,
(2025) Classic Classic,26/40,Loods,"Walking Away (12"" Version)",GBCPZ1915911,Missing from DB,,0,No,Loods – (2025) Classic Classic – 26 Walking Away (12 Version).flac,
(2025) Classic Classic,27/40,Oliver Dollar & Nils Ohrmann,John's Church feat. Nils Ohrmann (Mousse T.'s Extended Disco Shizzle Remix),GBCPZ1916027,Missing from DB,,0,No,Oliver Dollar – (2025) Classic Classic – 27 John's Church (Mousse T.'s Extended Disco Shizzle Remix).flac,
(2025) Classic Classic,28/40,DJ Spen & Rachel McDonald,Fall Down On Me (DJ Spen & Irvin Madden Remix),GBCPZ1306970,Missing from DB,,0,No,Dj Spen – (2025) Classic Classic – 28 Fall Down On Me (DJ Spen & Irvin Madden Remix).flac,
(2025) Classic Classic,29/40,Gemini,In My Head (Freaks Move This Way Vocal Dubby),GBCPZ1104945,Missing from DB,,0,No,Gemini – (2025) Classic Classic – 29 In My Head (Freaks Move This Way Vocal Dubby).flac,
(2025) Classic Classic,30/40,Brett Johnson,Jiffy Pop (Original Mix),GBCPZ1004635,Missing from DB,,0,No,Brett Johnson – (2025) Classic Classic – 30 Jiffy Pop.flac,
(2025) Classic Classic,31/40,Home & Garden & Colette,Sexuality…He's 2 Young feat. Colette (JT's Porno Beat Down Remix),GBCPZ1004604,Missing from DB,,0,No,Home & Garden – (2025) Classic Classic – 31 Sexuality…He's 2 Young (JT's Porno Beat Down Remix).flac,
(2025) Classic Classic,32/40,Jeremy Glenn & Grand Corporation,Wonder & Amazement feat. Jeremy Glenn (Deetron Vocal),GBCPZ1206433,Missing from DB,,0,No,Grand Corporation – (2025) Classic Classic – 32 Wonder & Amazement (Deetron Vocal).flac,
(2025) Classic Classic,33/40,Scoper & Bubba & Bubba,I'm Satisfied (Brett's World of Nonsense Mix),GBCPZ1004653,Missing from DB,,0,No,Scoper & Bubba – (2025) Classic Classic – 33 I'm Satisfied (Brett's World of Nonsense Mix).flac,
(2025) Classic Classic,34/40,Groovestyle,Freedom Train (D Boogies For Change),GBCPZ1206598,Missing from DB,,0,No,Groovestyle – (2025) Classic Classic – 34 Freedom Train (D Boogies For Change).flac,
(2025) Classic Classic,35/40,Powerdance,Power Dance (Mousse T.'s Disco Shizzle Extended Mix),GBCPZ1916435,Missing from DB,,0,No,Powerdance – (2025) Classic Classic – 35 Power Dance (Mousse T.'s Disco Shizzle Extended Mix).flac,
(2025) Classic Classic,36/40,Boe & Zak,Looking For Love (Original Mix),GBCPZ1307322,Missing from DB,,0,No,Boe & Zak – (2025) Classic Classic – 36 Looking For Love.flac,
(2025) Classic Classic,37/40,Matthew Styles,Dominion (Original Mix),GBCPZ1306934,Missing from DB,,0,No,Matthew Styles – (2025) Classic Classic – 37 Dominion.flac,
(2025) Classic Classic,38/40,Dan Beaumont,Trippy Pumper (Original Mix),GBCPZ1307455,Missing from DB,,0,No,Dan Beaumont – (2025) Classic Classic – 38 Trippy Pumper.flac,
(2025) Classic Classic,39/40,Mystic Bill & Sundowners,Jungle Line feat. Mystic Bill (Dungeon Meat Downlow Dub),GBCPZ1407758,Missing from DB,,0,No,Sundowners – (2025) Classic Classic – 39 Jungle Line (Dungeon Meat Downlow Dub).flac,
(2025) Classic Classic,40/40,Metro Area,Piña (SWAG's 'Más Jugo' Dub),GBCPZ1004623,Missing from DB,,0,No,Metro Area – (2025) Classic Classic – 40 Piña (SWAG's 'Más Jugo' Dub).flac,
[2007] Dessous Recordings Best Kept Secrets,1,Phonique,Worked It Out (Charles Webster's Second Remix),DEL020780048,In DB; file missing,title,1,No,1-01. Worked It Out (Charles Webster's Second Remix) - Phonique.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-01 - Phonique - Worked It Out (Charles Webster's Second Remix) - 9A - 93.78.mp3
[2007] Dessous Recordings Best Kept Secrets,2,Henry,Catabolism (Efdemin Remix),DEL020780038,In DB; file missing,title,1,No,1-02. Catabolism (Efdemin Remix) - Henry.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-02 - Henry - Catabolism (Efdemin Remix) - 12A - 125.99.mp3
[2007] Dessous Recordings Best Kept Secrets,3,DJ F.E.X,Mysterious Conversation (Tanzmann & Stefanik Remix),DEL020580005,In DB; file missing,title,1,No,1-03. Mysterious Conversation (Tanzmann & Stefanik Remix) - DJ F.E.X.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-03 - DJ F.E.X - Mysterious Conversation (Tanzmann & Stefanik Remix) - 7A - 125.00.mp3
[2007] Dessous Recordings Best Kept Secrets,4,Phonique,Bang (Will Saul & Tam Cooper Remix),DEL020780074,In DB; file missing,title,1,No,1-04. Bang (Will Saul & Tam Cooper Remix) - Phonique.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-04 - Phonique - Bang (Will Saul & Tam Cooper Remix) - 7A - 121.99.mp3
[2007] Dessous Recordings Best Kept Secrets,5,Simon Flower,Past Perfect,DEL020720024,In DB; file missing,title,1,No,1-05. Past Perfect - Simon Flower.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-05 - Simon Flower - Past Perfect - 11A - 125.00.mp3
[2007] Dessous Recordings Best Kept Secrets,6,Phonique,John (Mr. V & Reelsoul Remix),DEL020780032,In DB; file missing,title,1,No,1-06. John (Mr. V & Reelsoul Remix) - Phonique.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-06 - Phonique - John (Mr. V & Reelsoul Remix) - 5A - 124.04.mp3
[2007] Dessous Recordings Best Kept Secrets,7,Cle,Maisonette (Steve Bug's Upper Floor Remix),DEL020680031,In DB; file missing,title,1,No,1-07. Maisonette (Steve Bug's Upper Floor Remix) - Cle.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-07 - Cle - Maisonette (Steve Bug's Upper Floor Remix) - 2A - 124.98.mp3
[2007] Dessous Recordings Best Kept Secrets,8,Discemi,When Mika Shot Puts,DEL020780050,In DB; file missing,title,1,No,1-08. When Mika Shot Puts - Discemi.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-08 - Discemi - When Mika Shot Puts - 5A - 122.00.mp3
[2007] Dessous Recordings Best Kept Secrets,9,Matthias Tanzmann,The Call (Second Mix),DEL020580018,In DB; file missing,title,1,No,1-09. The Call (Second Mix) - Matthias Tanzmann.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-09 - Matthias Tanzmann - The Call (Second Mix) - 11A - 123.00.mp3
[2007] Dessous Recordings Best Kept Secrets,10,Phonique,Casualities (Morgan Geist Remix),DEL020780041,In DB; file missing,title,1,No,1-10. Casualities (Morgan Geist Remix) - Phonique.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-10 - Phonique - Casualities (Morgan Geist Remix) - 3A - 120.00.mp3
[2007] Dessous Recordings Best Kept Secrets,11,Two Armadillos,Tropics,DEL020780036,In DB; file missing,title,1,No,1-11. Tropics - Two Armadillos.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-11 - Two Armadillos - Tropics - 8A - 124.99.mp3
[2007] Dessous Recordings Best Kept Secrets,12,Two Armadillos,Swing of Light,DEL020780035,In DB; file missing,title,1,No,1-12. Swing of Light - Two Armadillos.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-12 - Two Armadillos - Swing of Light - 8A - 124.99.mp3
[2007] Dessous Recordings Best Kept Secrets,13,Alison Marks,Rothschild's Violin (Anja Schneider Remix),DEL020680006,In DB; file missing,title,1,No,1-13. Rothschild's Violin (Anja Schneider Remix) - Alison Marks.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-13 - Alison Marks - Rothschild's Violin (Anja Schneider Remix) - 3A - 125.00.mp3
[2007] Dessous Recordings Best Kept Secrets,14,Steve Ferrand,Dark Horse,DEL020780064,In DB; file missing,title,1,No,1-14. Dark Horse - Steve Ferrand.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-14 - Steve Ferrand - Dark Horse - 5A - 119.90.mp3
[2007] Dessous Recordings Best Kept Secrets,15,Bgb,A Crack In The Glass,DEL020580001,In DB; file missing,title,1,No,1-15. A Crack In The Glass - Bgb.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-15 - Bgb - A Crack In The Glass - 7A - 124.00.mp3
[2007] Dessous Recordings Best Kept Secrets,16,Nivek Tsoy,New Galaxy Love,DEL020780052,In DB; file missing,title,1,No,1-16. New Galaxy Love - Nivek Tsoy.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-16 - Nivek Tsoy - New Galaxy Love - 2A - 124.00.mp3
[2007] Dessous Recordings Best Kept Secrets,17,Vincenzo,Time Out,DEL020680021,In DB; file missing,title,1,No,1-17. Time Out - Vincenzo.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-17 - Vincenzo - Time Out - 8A - 125.00.mp3
[2007] Dessous Recordings Best Kept Secrets,18,Ryo Murakami,My Soul,DEL020780059,In DB; file missing,title,1,No,1-18. My Soul - Ryo Murakami.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-18 - Ryo Murakami - My Soul - 5A - 122.99.mp3
[2007] Dessous Recordings Best Kept Secrets,19,Vincenzo,Fugism,DEL020780060,In DB; file missing,title,1,No,1-19. Fugism - Vincenzo.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-19 - Vincenzo - Fugism - 8A - 127.00.mp3
[2007] Dessous Recordings Best Kept Secrets,20,Ryo Murakami,Rise,DEL020780056,In DB; file missing,title,1,No,1-20. Rise - Ryo Murakami.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-20 - Ryo Murakami - Rise - 6A - 122.99.mp3
[2007] Dessous Recordings Best Kept Secrets,21,Cle,Ghosts,DEL020780062,In DB; file missing,title,1,No,1-21. Ghosts - Cle.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-21 - Cle - Ghosts - 7A - 126.99.mp3
[2007] Dessous Recordings Best Kept Secrets,22,Audio Soul Project,I Need This,DEL020780063,In DB; file missing,title,1,No,1-22. I Need This - Audio Soul Project.flac,/Volumes/LOSSY/mp3/Compilations/Dessous Recordings/[2007] Dessous Recordings Best Kept Secrets/01-22 - Audio Soul Project - I Need This - 5A - 122.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,1,Stratus,Footprints,BEN580800264,In DB; file missing,title,1,No,1-01. Footprints - Stratus.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-01 - Stratus - Footprints - 2A - 107.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,2,Phoreski,80's Boy,BEN580800260,In DB; file missing,title,1,No,1-02. 80's Boy - Phoreski.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-02 - Phoreski - 80's Boy - 5A - 112.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,3,Coyote,Grow Your Hair,BEN580800251,In DB; file missing,title,1,No,1-03. Grow Your Hair - Coyote.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-03 - Coyote - Grow Your Hair - 5A - 100.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,4,Maelstrom,Petrichor,BEN580800258,In DB; file missing,title,1,No,1-04. Petrichor - Maelstrom.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-04 - Maelstrom - Petrichor - 8A - 112.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,5,Homerun,The Killer Storm,BEN580800253,In DB; file missing,title,1,No,1-05. The Killer Storm - Homerun.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-05 - Homerun - The Killer Storm - 11B - 110.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,6,Bottin,Fondamente Nove,BEN580800261,In DB; file missing,title,1,No,1-06. Fondamente Nove - Bottin.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-06 - Bottin - Fondamente Nove - 4A - 120.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,7,Rubber Room,Cockroach,BEN580800252,In DB; file missing,title,1,No,1-07. Cockroach - Rubber Room.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-07 - Rubber Room - Cockroach - 2A - 107.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,8,Massimiliano Pagliara,Bu,BEN580800263,In DB; file missing,title,1,No,1-08. Bu - Massimiliano Pagliara.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-08 - Massimiliano Pagliara - Bu - 7A - 120.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,9,Spektrum,Fit Together (Cosmo Remix),BEN580800259,In DB; file missing,title,1,No,1-09. Fit Together (Cosmo Remix) - Spektrum.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-09 - Spektrum - Fit Together (Cosmo Remix) - 4A - 122.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,10,Lullabies In The Dark,Estrella,BEN580800257,In DB; file missing,title,1,No,1-10. Estrella - Lullabies In The Dark.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-10 - Lullabies In The Dark - Estrella - 8A - 120.01.mp3
[2008] Cosmic Balearic Beats Vol. 1,11,Ichisan,Radar Pulse Is Sent,BEN580800254,In DB; file missing,title,1,No,1-11. Radar Pulse Is Sent - Ichisan.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-11 - Ichisan - Radar Pulse Is Sent - 8A - 120.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,12,In Flagranti,Personal Angst,BEN580800255,In DB; file missing,title,1,No,1-12. Personal Angst - In Flagranti.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-12 - In Flagranti - Personal Angst - 12A - 118.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,13,Lovelock,Don't Turn Away (From My Love),BEN580800256,In DB; file missing,title,1,No,1-13. Don't Turn Away (From My Love) - Lovelock.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-13 - Lovelock - Don't Turn Away (From My Love) - 5A - 95.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,14,Brendon Moeller,Lost And Found,BEN580800262,In DB; file missing,title,1,No,1-14. Lost And Found - Brendon Moeller.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-14 - Brendon Moeller - Lost And Found - 4A - 119.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,15,Spektrum,Fit Together (Cosmo Remix - Radio Edit),BEN580800343,In DB; file missing,title,1,No,1-15. Fit Together (Cosmo Remix - Radio Edit) - Spektrum.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-15 - Spektrum - Fit Together (Cosmo Remix - Radio Edit) - 4A - 122.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,16,Lovelock,Don't Turn Away (From My Love) (Radio Edit),BEN580800342,In DB; file missing,title,1,No,1-16. Don't Turn Away (From My Love) (Radio Edit) - Lovelock.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/01-16 - Lovelock - Don't Turn Away (From My Love) (Radio Edit) - 5A - 95.00.mp3
[2008] Cosmic Balearic Beats Vol. 1,17,Various Artists,Cosmic Balearic Beats Vol. 1 (Continuous Mix),BEN580800397,In DB; file missing,title,1,No,1-17. Cosmic Balearic Beats Vol. 1 (Continuous Mix) - Various Artists.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2008] Cosmic Balearic Beats Vol. 1/[2008] Various Artists - Cosmic Balearic Beats Vol. 1 (Continuous Mix).mp3
[2009] Cosmic Balearic Beats Vol. 2,1,Hot Toddy,I Need Love,BEN580900249,In DB; file missing,title,1,No,1-01. I Need Love - Hot Toddy.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-01 - Hot Toddy - I Need Love - 4A - 95.02.mp3
[2009] Cosmic Balearic Beats Vol. 2,2,Rayko,Slowtrack,BEN580900264,In DB; file missing,title,1,No,1-02. Slowtrack - Rayko.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-02 - Rayko - Slowtrack - 9A - 100.02.mp3
[2009] Cosmic Balearic Beats Vol. 2,3,Slight Delay,Can You Feel It?!,BEN580900256,In DB; file missing,title,1,No,1-03. Can You Feel It ! - Slight Delay.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-03 - Slight Delay - Can You Feel It-! - 12B - 97.51.mp3
[2009] Cosmic Balearic Beats Vol. 2,4,Nelue,No Strings Attached,BEN580900263,In DB; file missing,title,1,No,1-04. No Strings Attached - Nelue.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-04 - Nelue - No Strings Attached - 7A - 110.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,5,Roberto Rodriguez,Venus,BEN580900259,In DB; file missing,title,1,No,1-05. Venus - Roberto Rodriguez.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-05 - Roberto Rodriguez - Venus - 8A - 105.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,6,Marbeya Sound,Salomon's Take,BEN580900257,In DB; file missing,title,1,No,1-06. Salomon's Take - Marbeya Sound.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-06 - Marbeya Sound - Salomon's Take - 9A - 111.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,7,Premier Rang,Zoé et Heine,BEN580900251,Missing from DB,,0,No,1-07. Zoé et Heine - Premier Rang.flac,
[2009] Cosmic Balearic Beats Vol. 2,8,The Beat Broker,Ice Castle,BEN580900255,In DB; file missing,title,1,No,1-08. Ice Castle - The Beat Broker.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-08 - The Beat Broker - Ice Castle - 1A - 114.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,9,Naum Gabo,Volgograd,BEN580900265,In DB; file missing,title,1,No,1-09. Volgograd - Naum Gabo.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-09 - Naum Gabo - Volgograd - 5A - 110.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,10,Social Disco Club,Portuguese Revenge,BEN580900262,In DB; file missing,title,1,No,1-10. Portuguese Revenge - Social Disco Club.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-10 - Social Disco Club - Portuguese Revenge - 5B - 112.02.mp3
[2009] Cosmic Balearic Beats Vol. 2,11,Phelps,Pitfield Girl,BEN580900260,In DB; file missing,title,1,No,1-11. Pitfield Girl - Phelps.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-11 - Phelps - Pitfield Girl - 9B - 119.93.mp3
[2009] Cosmic Balearic Beats Vol. 2,12,The Outrunners,These Girls Are Dressed To Kill,BEN580900258,In DB; file missing,title,1,No,1-12. These Girls Are Dressed To Kill - The Outrunners.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-12 - The Outrunners - These Girls Are Dressed To Kill - 7A - 125.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,13,Visti,Yes Maam (All Nite Long) (Original Mix),DK4YA0600105,In DB; file missing,title,1,No,1-13. Yes Maam (All Nite Long) (Original Mix) - Visti.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-13 - Visti - Yes Maam (All Nite Long) (Original Mix) - 4A - 118.96.mp3
[2009] Cosmic Balearic Beats Vol. 2,14,Mugwump,Stanza,BEN580900261,In DB; file missing,title,1,No,1-14. Stanza - Mugwump.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-14 - Mugwump - Stanza - 8A - 109.03.mp3
[2009] Cosmic Balearic Beats Vol. 2,15,Dance Disorder,My Time (Baby G Edit),BEN580900085,In DB; file missing,title,1,No,1-15. My Time (Baby G Edit) - Dance Disorder.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-15 - Dance Disorder - My Time (Baby G Edit) - 9A - 124.00.mp3
[2009] Cosmic Balearic Beats Vol. 2,16,Lyhome,Other Side Of Me,BEN580900250,In DB; file missing,title,1,No,1-16. Other Side Of Me - Lyhome.flac,/Volumes/LOSSY/mp3/Compilations/Eskimo Recordings/[2009] Cosmic Balearic Beats Vol. 2/01-16 - Lyhome - Other Side Of Me - 2A - 112.12.mp3
